,Country,Year,ECCN Code,Description,Rank,Ranking
2094,Saudi Arabia,2021,1A004,Protective and detection equipment and components,6,Exceptions
2095,Saudi Arabia,2021,7A103,"Instrumentation, navigation equipment and systems",7,Exceptions
2096,Saudi Arabia,2021,1A005,Body armor and specially designed components,8,Exceptions
2097,Saudi Arabia,2021,7A994,"Radar systems, equipment and assemblies",9,Exceptions
2098,Saudi Arabia,2021,6A008,"Other navigation direction finding equipment, airborne communication equipment",10,Exceptions
2099,Saudi Arabia,2021,9A991,Aircraft,1,NLR with ECCN
2100,Saudi Arabia,2021,5A991,Telecommunication equipment,2,NLR with ECCN
2101,Saudi Arabia,2021,4A994,"Computers, electronic assemblies and related equipment",3,NLR with ECCN
2102,Saudi Arabia,2021,2B999,Specific processing equipment,4,NLR with ECCN
2103,Saudi Arabia,2021,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
2104,Saudi Arabia,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",6,NLR with ECCN
2105,Saudi Arabia,2021,1A999,Specific processing equipment,7,NLR with ECCN
2106,Saudi Arabia,2021,1A995,Protective and detection equipment,8,NLR with ECCN
2107,Saudi Arabia,2021,9A610,Military aircraft and related commodities,9,NLR with ECCN
2108,Saudi Arabia,2021,1C992,Commercial charges and devices containing energetic materials,10,NLR with ECCN
2109,Singapore,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2110,Singapore,2021,9A619,Military gas turbine engines and related commodities (see List of Item,2,License
2111,Singapore,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",3,License
2112,Singapore,2021,3A233,"Mass spectrometers, capable of measuring ions of 230 atomic mass units",4,License
2113,Singapore,2021,2B230,"All types of ""pressure transducers"" capable of measuring absolute pres",5,License
2114,Singapore,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",6,License
2115,Singapore,2021,1C230,"Beryllium metal, alloys containing more than 50% beryllium by weight,",7,License
2116,Singapore,2021,6A001,"Acoustic systems, equipment and ""components,"" as follows (see List of",8,License
2117,Singapore,2021,2B352,"Equipment Capable of Use in Handling Biological Materials, as Follows",9,License
2118,Singapore,2021,2B001,"Machine tools and any combination thereof, for removing (or cutting) m",10,License
2119,Singapore,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,1,Exceptions
2120,Singapore,2021,3A001,Electronic items as follows (see List of Items Controlled).,2,Exceptions
2121,Singapore,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",3,Exceptions
2122,Singapore,2021,9A619,Military gas turbine engines and related commodities (see List of Item,4,Exceptions
2123,Singapore,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,5,Exceptions
2124,Singapore,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",6,Exceptions
2125,Singapore,2021,6A005,"""Lasers,"" ""components"" and optical equipment, as follows (see List of",7,Exceptions
2126,Singapore,2021,1C008,Non-fluorinated polymeric substances as follows (see List of Items Con,8,Exceptions
2127,Singapore,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",9,Exceptions
2128,Singapore,2021,5A002,"""Information security"" systems, equipment and ""components,"" as follows",10,Exceptions
2129,Singapore,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
2130,Singapore,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""p",2,NLR with ECCN
2131,Singapore,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
2132,Singapore,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001.",4,NLR with ECCN
2133,Singapore,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",5,NLR with ECCN
2134,Singapore,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,6,NLR with ECCN
2135,Singapore,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",7,NLR with ECCN
2136,Singapore,2021,7A994,"Other navigation direction finding equipment, airborne communication e",8,NLR with ECCN
2137,Singapore,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",9,NLR with ECCN
2138,Singapore,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",10,NLR with ECCN
2139,Spain,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2140,Spain,2021,9A619,Military gas turbine engines and related commodities,2,License
2141,Spain,2021,3A611,Military electronics,3,License
2142,Spain,2021,7A103,"Instrumentation, navigation equipment and systems",4,License
2143,Spain,2021,0A505,Ammunition,5,License
2144,Spain,2021,3A001,Electronic items,6,License
2145,Spain,2021,9A515,Spacecraft and related commodities,7,License
2146,Spain,2021,0A501,Firearms,8,License
2147,Spain,2021,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectiles,9,License
2148,Spain,2021,6A002,"Optical Sensors and Equipment, and Components Therefor",10,License
2149,Spain,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2150,Spain,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2151,Spain,2021,9A515,Spacecraft and related commodities,3,Exceptions
2152,Spain,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A110",4,Exceptions
2153,Spain,2021,3A611,Military electronics,5,Exceptions
2154,Spain,2021,9A619,Military gas turbine engines and related commodities,6,Exceptions
2155,Spain,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor",7,Exceptions
2156,Spain,2021,7A103,"Instrumentation, navigation equipment and systems",8,Exceptions
2157,Spain,2021,EAR99,EAR99 Items subject to the EAR that are not elsewhere specified in this CCL,9,Exceptions
2158,Spain,2021,7A611,"Military fire control, laser, imaging, and guidance equipment",10,Exceptions
2159,Spain,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A110",1,NLR with ECCN
2160,Spain,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",2,NLR with ECCN
2161,Spain,2021,5A991,"Telecommunication equipment, not controlled by 5A001",3,NLR with ECCN
2162,Spain,2021,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
2163,Spain,2021,4A994,"Computers, electronic assemblies and related equipment not controlled by 5A001",5,NLR with ECCN
2164,Spain,2021,3A999,Specific Processing Equipment,6,NLR with ECCN
2165,Spain,2021,9A515,Spacecraft and related commodities,7,NLR with ECCN
2166,Spain,2021,5A994,Equipment not controlled by 5A001,8,NLR with ECCN
2167,Spain,2021,3A991,"Electronic devices, and components",9,NLR with ECCN
2168,Spain,2021,2B999,Specific Processing Equipment,10,NLR with ECCN
2169,Taiwan,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",1,License
2170,Taiwan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
2171,Taiwan,2021,9A619,Military gas turbine engines and related commodities (see List of Item,3,License
2172,Taiwan,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",4,License
2173,Taiwan,2021,3A233,"Mass spectrometers, capable of measuring ions of 230 atomic mass units",5,License
2174,Taiwan,2021,2B230,All types of pressure transducers capable of measuring absolute pres,6,License
2175,Taiwan,2021,3A001,Electronic items as follows (see List of Items Controlled).,7,License
2176,Taiwan,2021,3C004,"Hydrides of phosphorus, arsenic or antimony, having a purity better th",8,License
2177,Taiwan,2021,7A003,"Inertial Measurement Equipment or Systems, Having any of the Followi",9,License
2178,Taiwan,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",10,License
2179,Taiwan,2021,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
2180,Taiwan,2021,3A001,Electronic items as follows (see List of Items Controlled).,2,Exceptions
2181,Taiwan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",3,Exceptions
2182,Taiwan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,Exceptions
2183,Taiwan,2021,1C006,"Fluids and lubricating materials, as follows (see List of Items Controlled)",5,Exceptions
2184,Taiwan,2021,3C004,"Hydrides of phosphorus, arsenic or antimony, having a purity better th",6,Exceptions
2185,Taiwan,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",7,Exceptions
2186,Taiwan,2021,3C001,Hetero-epitaxial materials consisting of a substrate having stacked,8,Exceptions
2187,Taiwan,2021,3A002,"General purpose electronic assemblies, modules and equipment, as fol",9,Exceptions
2188,Taiwan,2021,9A619,Military gas turbine engines and related commodities (see List of Item,10,Exceptions
2189,Taiwan,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic p,1,NLR with ECCN
2190,Taiwan,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,2,NLR with ECCN
2191,Taiwan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",3,NLR with ECCN
2192,Taiwan,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",4,NLR with ECCN
2193,Taiwan,2021,3A991,"Electronic devices, and components not controlled by 3A001.",5,NLR with ECCN
2194,Taiwan,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,6,NLR with ECCN
2195,Taiwan,2021,3A001,Electronic items as follows (see List of Items Controlled).,7,NLR with ECCN
2196,Taiwan,2021,4A994,"Computers, electronic assemblies and related equipment not controlle",8,NLR with ECCN
2197,Taiwan,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",9,NLR with ECCN
2198,Taiwan,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",10,NLR with ECCN
2199,UAE,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",1,License
2200,UAE,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
2201,UAE,2021,9A619,Military gas turbine engines and related commodities (see List of Item,3,License
2202,UAE,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,4,License
2203,UAE,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows (",5,License
2204,UAE,2021,5A002,"Information security systems, equipment and components, as follows",6,License
2205,UAE,2021,7A611,"Military fire control, laser, imaging, and guidance equipment, as foll",7,License
2206,UAE,2021,0A606,"Ground vehicles and related commodities, as follows (see List of Items",8,License
2207,UAE,2021,1A613,"Armored and protective equipment and related commodities, as follows",9,License
2208,UAE,2021,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by 7A005 or 7A104",1,Exceptions
2209,UAE,2021,5A002,"Information security systems, equipment and components, as follows",2,Exceptions
2210,UAE,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,Exceptions
2211,UAE,2021,1C998,"Non-fluorinated polymeric substances, not controlled by 1C008, as follows",4,Exceptions
2212,UAE,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",5,Exceptions
2213,UAE,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment, and related commodities",6,Exceptions
2214,UAE,2021,9A619,Military gas turbine engines and related commodities (see List of Item,7,Exceptions
2215,UAE,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,8,Exceptions
2216,UAE,2021,6A001,"Acoustic systems, equipment and components, as follows (see List of",9,Exceptions
2217,UAE,2021,5D002,Software as follows (see List of Items Controlled).,10,Exceptions
2218,UAE,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
2219,UAE,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,2,NLR with ECCN
2220,UAE,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",3,NLR with ECCN
2221,UAE,2021,7A994,"Other navigation direction finding equipment, airborne communication e",4,NLR with ECCN
2222,UAE,2021,4A994,"Computers, electronic assemblies and related equipment not controlle",5,NLR with ECCN
2223,UAE,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",6,NLR with ECCN
2224,UAE,2021,8A992,"Vessels, marine systems or equipment, not controlled by 8A001 or 8A002",7,NLR with ECCN
2225,UAE,2021,1A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",8,NLR with ECCN
2226,UAE,2021,5D992,Information Security software not controlled by 5D002 as follows (,9,NLR with ECCN
2227,UAE,2021,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
2228,Ukraine,2021,0B505,"Test, inspection, and production equipment and related commodities",1,License
2229,Ukraine,2021,0A501,Firearms,2,License
2230,Ukraine,2021,0A505,Ammunition,3,License
2231,Ukraine,2021,0A504,Optical sighting devices for firearms,4,License
2232,Ukraine,2021,3A611,Military electronics,5,License
2233,Ukraine,2021,5A002,"Information security systems, equipment and components",6,License
2234,Ukraine,2021,6A003,"Cameras, systems or equipment, and components",7,License
