,Country,Year,ECCN Code,Description,Rank,Ranking
1777,Germany,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",5,NLR with ECCN
1778,Germany,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",6,NLR with ECCN
1779,Germany,2021,6A998,"Radar systems, equipment and major ""components"", n.e.s., and ""speciall",7,NLR with ECCN
1780,Germany,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001",8,NLR with ECCN
1781,Germany,2021,1C210,"""Fibrous or filamentary materials"" or prepregs, other than those contr",9,NLR with ECCN
1782,Germany,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",10,NLR with ECCN
1783,Hong Kong,2021,5A991,"Telecommunication equipment, not controlled by 5A001",1,License
1784,Hong Kong,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",2,License
1785,Hong Kong,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",3,License
1786,Hong Kong,2021,3A001,Electronic items as follows,4,License
1787,Hong Kong,2021,2B201,"Machine tools, and any combination thereof, other than those controlled by 2B001",5,License
1788,Hong Kong,2021,3A991,"Electronic devices, and components not controlled by 3A001",6,License
1789,Hong Kong,2021,6A008,"Radar systems, equipment and assemblies",7,License
1790,Hong Kong,2021,5A002,"Information security systems, equipment and components",8,License
1791,Hong Kong,2021,5A992,Equipment not controlled by 5A002,9,License
1792,Hong Kong,2021,5A002,"Information security systems, equipment and components",1,Exceptions
1793,Hong Kong,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,2,Exceptions
1794,Hong Kong,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",3,Exceptions
1795,Hong Kong,2021,5D002,Software as follows,4,Exceptions
1796,Hong Kong,2021,5A992,Equipment not controlled by 5A002,5,Exceptions
1797,Hong Kong,2021,5B002,"Digital computers, electronic assemblies, and related equipment",6,Exceptions
1798,Hong Kong,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",7,Exceptions
1799,Hong Kong,2021,3A001,Electronic items as follows,8,Exceptions
1800,Hong Kong,2021,5A991,"Telecommunication equipment, not controlled by 5A001",9,Exceptions
1801,Hong Kong,2021,7A103,"Instrumentation, navigation equipment and systems",10,Exceptions
1802,Hong Kong,2021,5A991,"Telecommunication equipment, not controlled by 5A001",1,NLR with ECCN
1803,Hong Kong,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",2,NLR with ECCN
1804,Hong Kong,2021,3A991,"Electronic devices, and components not controlled by 3A001",3,NLR with ECCN
1805,Hong Kong,2021,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1806,Hong Kong,2021,4A994,"Computers, electronic assemblies and related equipment not controlled by 4A003 or 4A203",5,NLR with ECCN
1807,Hong Kong,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",6,NLR with ECCN
1808,Hong Kong,2021,6A993,"Cameras, not controlled by 6A003 or 6A203",7,NLR with ECCN
1809,Hong Kong,2021,3A999,Specific processing equipment,8,NLR with ECCN
1810,Hong Kong,2021,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
1811,Hong Kong,2021,1C990,Fibrous and filamentary materials,10,NLR with ECCN
1812,India,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1813,India,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",2,License
1814,India,2021,9A515,"Spacecraft and related commodities, as follows (see List of Items Controlled)",3,License
1815,India,2021,3A001,Electronic items as follows (see List of Items Controlled).,4,License
1816,India,2021,5A002,"Information security systems, equipment and components, as follows",5,License
1817,India,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),6,License
1818,India,2021,3A233,"Mass spectrometers, capable of measuring ions of 230 atomic mass units",7,License
1819,India,2021,2B201,"Machine tools, and any combination thereof, other than those controlled",8,License
1820,India,2021,9B610,"Test, inspection, and production equipment and related commodities",9,License
1821,India,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",10,License
1822,India,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,Exceptions
1823,India,2021,3A001,Electronic items as follows (see List of Items Controlled).,2,Exceptions
1824,India,2021,5B002,"Information Security test, inspection and production equipment, as follows",3,Exceptions
1825,India,2021,9A515,"Spacecraft and related commodities, as follows (see List of Items Controlled)",4,Exceptions
1826,India,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
1827,India,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",6,Exceptions
1828,India,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",7,Exceptions
1829,India,2021,7A103,"Instrumentation, navigation equipment and systems, other than those controlled",8,Exceptions
1830,India,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",9,Exceptions
1831,India,2021,5A002,"Information security systems, equipment and components, as follows",10,Exceptions
1832,India,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
1833,India,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",2,NLR with ECCN
1834,India,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1835,India,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",4,NLR with ECCN
1836,India,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",5,NLR with ECCN
1837,India,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",6,NLR with ECCN
1838,India,2021,2B991,Numerical control units for machine tools and numerically controlled,7,NLR with ECCN
1839,India,2021,3A992,General purpose electronic equipment not controlled by 3A002.,8,NLR with ECCN
1840,India,2021,9A990,"Diesel engines, n.e.s., and tractors and specially designed parts",9,NLR with ECCN
1841,India,2021,5B991,"Telecommunications test equipment, n.e.s",10,NLR with ECCN
1842,Indonesia,2021,9A619,Military gas turbine engines and related commodities (see List of Item,1,License
1843,Indonesia,2021,2B350,"Chemical manufacturing facilities and equipment, except valves control",2,License
1844,Indonesia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,License
1845,Indonesia,2021,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectile,4,License
1846,Indonesia,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows (s,5,License
1847,Indonesia,2021,6A003,"Cameras, Systems or Equipment, and ""Components"" Therefor, as Follows (",6,License
1848,Indonesia,2021,0A504,Optical sighting devices for firearms (including shotguns controlled b,7,License
1849,Indonesia,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",8,License
1850,Indonesia,2021,1C350,Chemicals that may be used as precursors for toxic chemical agents (se,9,License
1851,Indonesia,2021,1A004,"Protective and Detection Equipment and ""Components,"" Not ""Specially De",10,License
1852,Indonesia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,1,Exceptions
1853,Indonesia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1854,Indonesia,2021,5D002,"""Software"" as follows (see List of Items Controlled).",3,Exceptions
1855,Indonesia,2021,9A619,Military gas turbine engines and related commodities (see List of Item,4,Exceptions
1856,Indonesia,2021,0A501,Firearms (except 0A502 shotguns) and related commodities as follows (s,5,Exceptions
1857,Indonesia,2021,1C006,"Fluids and lubricating materials, as follows (see List of Items Contro",6,Exceptions
1858,Indonesia,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",7,Exceptions
1859,Indonesia,2021,7A103,"Instrumentation, navigation equipment and systems, other than those co",8,Exceptions
1860,Indonesia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",9,Exceptions
1861,Indonesia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
1862,Indonesia,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",2,NLR with ECCN
1863,Indonesia,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1864,Indonesia,2021,7A994,"Other navigation direction finding equipment, airborne communication e",4,NLR with ECCN
1865,Indonesia,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",5,NLR with ECCN
1866,Indonesia,2021,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",6,NLR with ECCN
1867,Indonesia,2021,1C355,Chemical Weapons Convention (CWC) Schedule 2 and 3 chemicals and famil,7,NLR with ECCN
1868,Indonesia,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001.",8,NLR with ECCN
1869,Indonesia,2021,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",9,NLR with ECCN
1870,Indonesia,2021,4A994,"Computers, “electronic assemblies” and related equipment not controlle",10,NLR with ECCN
1871,Israel,2021,9A619,Military gas turbine engines and related commodities,1,License
1872,Israel,2021,0A606,Ground vehicles and related commodities,2,License
1873,Israel,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,License
1874,Israel,2021,3A611,Military electronics,4,License
1875,Israel,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",5,License
1876,Israel,2021,0A604,Commodities related to military explosive devices and charges,6,License
1877,Israel,2021,7A003,Inertial Measurement Equipment or Systems,7,License
1878,Israel,2021,9B610,"Test, inspection, and production equipment",8,License
1879,Israel,2021,5A002,"Information security systems, equipment and components",9,License
1880,Israel,2021,1A984,Chemical agents,10,License
1881,Israel,2021,5B002,"Information Security test, inspection and production equipment",1,Exceptions
1882,Israel,2021,5A002,"Information security systems, equipment and components",2,Exceptions
1883,Israel,2021,9A619,Military gas turbine engines and related commodities,3,Exceptions
1884,Israel,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,Exceptions
1885,Israel,2021,3A001,Electronic items,5,Exceptions
1886,Israel,2021,3A611,Military electronics,6,Exceptions
1887,Israel,2021,5D002,Software,7,Exceptions
1888,Israel,2021,1C006,Fluids and lubricating materials,8,Exceptions
1889,Israel,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",9,Exceptions
1890,Israel,2021,3C003,Organo-inorganic compounds,10,Exceptions
1891,Israel,2021,5A992,Equipment not controlled by 5A002,1,NLR with ECCN
1892,Israel,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001",2,NLR with ECCN
1893,Israel,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic,3,NLR with ECCN
1894,Israel,2021,3A991,"Electronic devices, and components not controlled by 3A001",4,NLR with ECCN
1895,Israel,2021,5A991,"Telecommunication equipment, not controlled by 5A001",5,NLR with ECCN
1896,Israel,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,6,NLR with ECCN
1897,Israel,2021,7A994,"Other navigation direction finding equipment, airborne communication e",7,NLR with ECCN
1898,Israel,2021,4A994,"Computers, electronic assemblies and related equipment not controlle",8,NLR with ECCN
1899,Israel,2021,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
1900,Israel,2021,2B999,Specific Processing Equipment,10,NLR with ECCN
1901,Japan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1902,Japan,2021,9A619,Military gas turbine engines and related commodities,2,License
1903,Japan,2021,3A611,Military electronics,3,License
1904,Japan,2021,9A515,Spacecraft and related commodities,4,License
1905,Japan,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",5,License
1906,Japan,2021,7A103,"Instrumentation, navigation equipment and systems",6,License
1907,Japan,2021,8A609,Surface vessels of war and related commodities,7,License
1908,Japan,2021,7B611,"Test, inspection, and production commodities specially designed for",8,License
1909,Japan,2021,9B610,"Test, inspection, and production equipment and related commodities",9,License
1910,Japan,2021,0A614,Military training equipment,10,License
1911,Japan,2021,5A002,"Information security systems, equipment and components",1,Exceptions
1912,Japan,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1913,Japan,2021,3A611,Military electronics,3,Exceptions
1914,Japan,2021,9A619,Military gas turbine engines and related commodities,4,Exceptions
1915,Japan,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",5,Exceptions
1916,Japan,2021,9A515,Spacecraft and related commodities,6,Exceptions
1917,Japan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",7,Exceptions
1918,Japan,2021,9A001,Aero gas turbine engines having any of the following,8,Exceptions
1919,Japan,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor",9,Exceptions
1920,Japan,2021,5A992,Equipment not controlled by 5A002,10,Exceptions
1921,Japan,2021,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",1,NLR with ECCN
1922,Japan,2021,3B991,Equipment not controlled by 3B001 for the manufacture of electronic printed circuit boards,2,NLR with ECCN
1923,Japan,2021,5A991,"Telecommunication equipment, not controlled by 5A001",3,NLR with ECCN
1924,Japan,2021,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1925,Japan,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",5,NLR with ECCN
1926,Japan,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic components,6,NLR with ECCN
1927,Japan,2021,3A999,"Electronic devices, and components not controlled by 3A001",7,NLR with ECCN
1928,Japan,2021,2B999,Equipment not controlled by 3B002 for the inspection or testing of electronic components,8,NLR with ECCN
1929,Japan,2021,2B230,"Specific Processing Equipment, n.e.s.",9,NLR with ECCN
1930,Japan,2021,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
1931,Korea,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
1932,Korea,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),2,License
1933,Korea,2021,7A003,"Inertial Measurement Equipment or Systems, Having any of the Following",3,License
1934,Korea,2021,3A611,"Military electronics, as follows (see List of Items Controlled)",4,License
1935,Korea,2021,0A606,"Ground vehicles and related commodities, as follows (see List of Items Controlled)",5,License
1936,Korea,2021,7A611,"Military fire control, laser, imaging, and guidance equipment, as follows (see List of Items Controlled)",6,License
1937,Korea,2021,0A614,"Military training equipment, as follows (see List of Items Controlled)",7,License
1938,Korea,2021,9B610,"Test, inspection, and production equipment and related commodities",8,License
1939,Korea,2021,1C107,"Graphite and Ceramic Materials, Other Than Those Controlled by 1C007",9,License
1940,Korea,2021,1C111,"Propellants and constituent chemicals for propellants, other than those",10,License
1941,Korea,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,1,Exceptions
1942,Korea,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
1943,Korea,2021,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),3,Exceptions
1944,Korea,2021,9A515,"Spacecraft and related commodities, as follows (see List of Items Controlled)",4,Exceptions
1945,Korea,2021,3A611,"Military electronics, as follows (see List of Items Controlled)",5,Exceptions
1946,Korea,2021,8A609,Surface vessels of war and related commodities (see List of Items Controlled),6,Exceptions
1947,Korea,2021,9B619,"Test, inspection, and production equipment and related commodities",7,Exceptions
1948,Korea,2021,3A001,Electronic items as follows (see List of Items Controlled),8,Exceptions
1949,Korea,2021,6A003,"Cameras, Systems or Equipment, and Components Therefor, as Follows",9,Exceptions
1950,Korea,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""printed circuit boards""",1,NLR with ECCN
1951,Korea,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic assemblies,2,NLR with ECCN
1952,Korea,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",3,NLR with ECCN
1953,Korea,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),4,NLR with ECCN
1954,Korea,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials, n.e.s.",5,NLR with ECCN
1955,Korea,2021,4A994,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",6,NLR with ECCN
1956,Korea,2021,3A999,"Computers, electronic assemblies and related equipment not controlled by 3A002",7,NLR with ECCN
1957,Korea,2021,3A992,General purpose electronic equipment not controlled by 3A002,8,NLR with ECCN
1958,Korea,2021,3A991,"Electronic devices, and components not controlled by 3A001",9,NLR with ECCN
1959,Korea,2021,2A291,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",10,NLR with ECCN
1960,Malaysia,2021,3A001,Electronic items as follows (see List of Items Controlled).,1,License
1961,Malaysia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
1962,Malaysia,2021,6A003,"Cameras, Systems or Equipment, and ""Components"" Therefor, as Follows (",3,License
1963,Malaysia,2021,2B230,"All types of ""pressure transducers"" capable of measuring absolute pres",4,License
1964,Malaysia,2021,2B201,"Machine tools, and any combination thereof, other than those controlle",5,License
1965,Malaysia,2021,2B001,"Machine tools and any combination thereof, for removing (or cutting) m",6,License
1966,Malaysia,2021,9A619,Military gas turbine engines and related commodities (see List of Item,7,License
1967,Malaysia,2021,3A002,"General purpose ""electronic assemblies,"" modules and equipment, as fol",8,License
1968,Malaysia,2021,7A103,"Instrumentation, navigation equipment and systems, other than those co",9,License
1969,Malaysia,2021,2B006,"Dimensional Inspection or Measuring Systems, Equipment, Position Feedb",10,License
1970,Malaysia,2021,3A001,Electronic items as follows (see List of Items Controlled).,1,Exceptions
1971,Malaysia,2021,3A002,"General purpose ""electronic assemblies,"" modules and equipment, as fol",2,Exceptions
1972,Malaysia,2021,5A002,"""Information Security"" systems, equipment and ""components,"" as follows",3,Exceptions
1973,Malaysia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,4,Exceptions
1974,Malaysia,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",5,Exceptions
1975,Malaysia,2021,5B002,"""Information Security"" test, inspection and ""production"" equipment, as",6,Exceptions
1976,Malaysia,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",7,Exceptions
1977,Malaysia,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets (see Lis",8,Exceptions
1978,Malaysia,2021,1C006,"Fluids and lubricating materials, as follows (see List of Items Contro",9,Exceptions
1979,Malaysia,2021,9A619,Military gas turbine engines and related commodities (see List of Item,10,Exceptions
1980,Malaysia,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,1,NLR with ECCN
1981,Malaysia,2021,9A991,"""Aircraft,"" n.e.s., and gas turbine engines not controlled by 9A001 or",2,NLR with ECCN
1982,Malaysia,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",3,NLR with ECCN
1983,Malaysia,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001.",4,NLR with ECCN
1984,Malaysia,2021,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,5,NLR with ECCN
1985,Malaysia,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""p",6,NLR with ECCN
1986,Malaysia,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",7,NLR with ECCN
1987,Malaysia,2021,3A992,General purpose electronic equipment not controlled by 3A002.,8,NLR with ECCN
1988,Malaysia,2021,7A994,"Other navigation direction finding equipment, airborne communication e",9,NLR with ECCN
1989,Malaysia,2021,2B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",10,NLR with ECCN
1990,Mexico,2021,3A611,Military electronics,1,License
1991,Mexico,2021,0A501,Firearms,2,License
1992,Mexico,2021,9A610,Military Aircraft and Related Commodities,3,License
1993,Mexico,2021,5A002,"Information security systems, equipment and components",4,License
1994,Mexico,2021,9A619,Military gas turbine engines and related commodities,5,License
1995,Mexico,2021,0A505,Ammunition,6,License
1996,Mexico,2021,3A981,Polygraphs,7,License
1997,Mexico,2021,7A103,"Instrumentation, navigation equipment and systems",8,License
1998,Mexico,2021,9B610,"Test, inspection, and production equipment",9,License
1999,Mexico,2021,1C111,Propellants and constituent chemicals for propellants,10,License
2000,Mexico,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2001,Mexico,2021,3A001,Electronic items,2,Exceptions
2002,Mexico,2021,9B001,"Manufacturing Equipment, tooling or Fixtures",3,Exceptions
2003,Mexico,2021,9A610,Military Aircraft and Related Commodities,4,Exceptions
2004,Mexico,2021,9A619,Military gas turbine engines and related commodities,5,Exceptions
2005,Mexico,2021,EAR99,Items subject to the EAR that are not elsewhere specified,6,Exceptions
2006,Mexico,2021,0A606,Ground vehicles and related commodities,7,Exceptions
2007,Mexico,2021,7A103,"Instrumentation, navigation equipment and systems",8,Exceptions
2008,Mexico,2021,2B201,Machine tools,9,Exceptions
2009,Mexico,2021,9A604,"Commodities related to launch vehicles, missiles, and rockets",10,Exceptions
2010,Mexico,2021,4A994,"Computers, electronic assemblies and related equipment",1,NLR with ECCN
2011,Mexico,2021,9A991,"Aircraft, n.e.s., and gas turbine engines",2,NLR with ECCN
2012,Mexico,2021,5A991,Telecommunication equipment,3,NLR with ECCN
2013,Mexico,2021,5A992,Equipment,4,NLR with ECCN
2014,Mexico,2021,9A990,"Diesel engines, n.e.s., and tractors",5,NLR with ECCN
2015,Mexico,2021,7A994,Other navigation direction finding equipment,6,NLR with ECCN
2016,Mexico,2021,3A991,Electronic devices and components,7,NLR with ECCN
2017,Mexico,2021,1C992,Commercial charges and devices,8,NLR with ECCN
2018,Mexico,2021,8A992,"Vessels, marine systems or equipment",9,NLR with ECCN
2019,Mexico,2021,3A999,Specific Processing Equipment,10,NLR with ECCN
2020,Netherlands,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",1,License
2021,Netherlands,2021,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectile,2,License
2022,Netherlands,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,License
2023,Netherlands,2021,1C111,"Propellants and constituent chemicals for propellants, other than thos",4,License
2024,Netherlands,2021,9B610,"Test, inspection, and production ""equipment"" and related commodities",5,License
2025,Netherlands,2021,9A619,Military gas turbine engines and related commodities (see List of Item,6,License
2026,Netherlands,2021,1B118,Continuous mixers having all of the following (see List of Items Contr,7,License
2027,Netherlands,2021,7B001,"Test, calibration or alignment equipment, ""specially designed"" for equ",8,License
2028,Netherlands,2021,0A614,"Military training ""equipment,"" as follows (see List of Items Controlle",9,License
2029,Netherlands,2021,5A002,"""Information security"" systems, equipment and ""components,"" as follows",10,License
2030,Netherlands,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,Exceptions
2031,Netherlands,2021,5A002,"""Information security"" systems, equipment and ""components"", as follows",2,Exceptions
2032,Netherlands,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,Exceptions
2033,Netherlands,2021,9A991,"""Aircraft"", n.e.s., and gas turbine engines not controlled by 9A001 or",4,Exceptions
2034,Netherlands,2021,9A619,Military gas turbine engines and related commodities (see List of Item,5,Exceptions
2035,Netherlands,2021,3A611,"Military electronics, as follows (see List of Items Controlled).",6,Exceptions
2036,Netherlands,2021,6A003,"Cameras, Systems or Equipment, and ""Components"" Therefor, as Follows",7,Exceptions
2037,Netherlands,2021,9B610,"Test, inspection, and production ""equipment"" and related commodities",8,Exceptions
2038,Netherlands,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,9,Exceptions
2039,Netherlands,2021,9A991,"""Aircraft"", n.e.s., and gas turbine engines not controlled by 9A001 or",1,NLR with ECCN
2040,Netherlands,2021,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",2,NLR with ECCN
2041,Netherlands,2021,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
2042,Netherlands,2021,3B991,"Equipment not controlled by 3B001 for the manufacture of electronic ""p",4,NLR with ECCN
2043,Netherlands,2021,3A992,General purpose electronic equipment not controlled by 3A002.,5,NLR with ECCN
2044,Netherlands,2021,4A994,"Computers, ""electronic assemblies"" and related equipment not controlle",6,NLR with ECCN
2045,Netherlands,2021,3B001,"Equipment for the manufacturing of semiconductor devices or materials,",7,NLR with ECCN
2046,Netherlands,2021,7A994,"Other navigation direction finding equipment, airborne communication e",8,NLR with ECCN
2047,Netherlands,2021,3A991,"Electronic devices, and ""components"" not controlled by 3A001.",9,NLR with ECCN
2048,Netherlands,2021,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
2049,Panama,2021,0A501,Firearms (except 0A502 shotguns) and related commodities,1,License
2050,Panama,2021,1C350,Chemicals that may be used as precursors for toxic chemical agents,2,License
2051,Panama,2021,5A002,"Information security systems, equipment and components",3,License
2052,Panama,2021,0A505,Ammunition,4,License
2053,Panama,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,License
2054,Panama,2021,0A502,Shotguns; shotguns parts and components,6,License
2055,Panama,2021,1A004,Protective and Detection Equipment and Components,7,License
2056,Panama,2021,3A981,Polygraphs (except biomedical recorders),8,License
2057,Panama,2021,0A606,Ground vehicles and related commodities,9,License
2058,Panama,2021,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectiles,10,License
2059,Panama,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2060,Panama,2021,9A610,Software,2,Exceptions
2061,Panama,2021,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,Exceptions
2062,Panama,2021,0A501,Firearms (except 0A502 shotguns) and related commodities,4,Exceptions
2063,Panama,2021,4A003,"Digital computers, electronic assemblies, and related equipment",5,Exceptions
2064,Panama,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,6,Exceptions
2065,Panama,2021,6A004,Optical equipment and components,7,Exceptions
2066,Panama,2021,0A502,Shotguns; shotguns parts and components,8,Exceptions
2067,Panama,2021,3A611,Military electronics,9,Exceptions
2068,Panama,2021,5D002,Software,10,Exceptions
2069,Panama,2021,9A990,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A002",1,NLR with ECCN
2070,Panama,2021,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
2071,Panama,2021,7A994,"Other navigation direction finding equipment, airborne communication equipment",3,NLR with ECCN
2072,Panama,2021,5A991,"Telecommunication equipment, not controlled by 5A001",4,NLR with ECCN
2073,Panama,2021,1A995,Protective and detection equipment not specially designed for military,5,NLR with ECCN
2074,Panama,2021,4A994,"Diesel engines, n.e.s., and tractors and specially designed parts",6,NLR with ECCN
2075,Panama,2021,8A992,Portable electric generators and specially designed parts and components,7,NLR with ECCN
2076,Panama,2021,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",8,NLR with ECCN
2077,Panama,2021,3A992,"Computers, electronic assemblies and related equipment not controlled by 3A002",9,NLR with ECCN
2078,Panama,2021,6A998,Specific Processing Equipment,10,NLR with ECCN
2079,Saudi Arabia,2021,3A611,Military electronics,1,License
2080,Saudi Arabia,2021,9A610,Military aircraft and related commodities,2,License
2081,Saudi Arabia,2021,0A501,Firearms,3,License
2082,Saudi Arabia,2021,9A619,Military gas turbine engines and related commodities,4,License
2083,Saudi Arabia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,License
2084,Saudi Arabia,2021,0A606,Ground vehicles and related commodities,6,License
2085,Saudi Arabia,2021,9B610,"Test, inspection, and production equipment",7,License
2086,Saudi Arabia,2021,5A002,"Information security systems, equipment and components",8,License
2087,Saudi Arabia,2021,1A613,Armored and protective equipment,9,License
2088,Saudi Arabia,2021,2B201,Machine tools,10,License
2089,Saudi Arabia,2021,5A002,"Information security systems, equipment and components",1,Exceptions
2090,Saudi Arabia,2021,3A611,Military electronics,2,Exceptions
2091,Saudi Arabia,2021,9A619,Military gas turbine engines and related commodities,3,Exceptions
2092,Saudi Arabia,2021,9A610,"Military aircraft and related commodities, other than those enumerated",4,Exceptions
2093,Saudi Arabia,2021,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
